id,s2_doy,doy,main_stage,main_stage_percent,secondary_stage,secondary_stage_percent,root_est,leaf_devel,squaring,flowering,boll_devel,boll_open,metalabel,sowing_date,harvest_date
19,198,198,4,100,5,50.0,0,0,0,2,1,0,11,19/4/2021,2/10/2021
19,205,205,4,100,5,60.0,0,0,0,2,1,0,11,19/4/2021,2/10/2021
19,220,220,4,100,5,80.0,0,0,0,2,1,0,11,19/4/2021,2/10/2021
19,230,231,5,100,4,100.0,0,0,0,1,2,0,12,19/4/2021,2/10/2021
19,238,239,5,100,6,10.0,0,0,0,0,2,1,14,19/4/2021,2/10/2021
19,240,239,5,100,6,10.0,0,0,0,0,2,1,14,19/4/2021,2/10/2021
19,248,248,5,100,6,50.0,0,0,0,0,2,1,14,19/4/2021,2/10/2021
19,260,260,6,100,5,40.0,0,0,0,0,1,2,15,19/4/2021,2/10/2021
19,270,270,6,100,0,,0,0,0,0,0,2,16,19/4/2021,2/10/2021
20,130,130,1,100,0,,2,0,0,0,0,0,1,,21/9/2021
20,138,139,2,100,0,,0,2,0,0,0,0,4,,21/9/2021
20,140,139,2,100,0,,0,2,0,0,0,0,4,,21/9/2021
20,145,146,2,100,0,,0,2,0,0,0,0,4,,21/9/2021
20,153,152,2,100,0,,0,2,0,0,0,0,4,,21/9/2021
20,158,158,2,100,0,,0,2,0,0,0,0,4,,21/9/2021
20,163,163,2,100,0,,0,2,0,0,0,0,4,,21/9/2021
20,173,173,3,100,0,,0,0,2,0,0,0,7,,21/9/2021
20,183,183,3,100,0,,0,0,2,0,0,0,7,,21/9/2021
20,190,191,3,100,4,100.0,0,0,2,1,0,0,8,,21/9/2021
20,200,200,4,100,5,50.0,0,0,0,2,1,0,11,,21/9/2021
20,213,214,4,100,5,80.0,0,0,0,2,1,0,11,,21/9/2021
20,215,214,4,100,5,80.0,0,0,0,2,1,0,11,,21/9/2021
20,223,222,4,100,5,90.0,0,0,0,2,1,0,11,,21/9/2021
20,233,233,5,100,4,50.0,0,0,0,1,2,0,12,,21/9/2021
20,245,245,5,100,6,30.0,0,0,0,0,2,1,14,,21/9/2021
20,250,250,5,100,6,40.0,0,0,0,0,2,1,14,,21/9/2021
20,263,264,6,100,5,30.0,0,0,0,0,1,2,15,,21/9/2021
20,265,264,6,100,5,30.0,0,0,0,0,1,2,15,,21/9/2021
21,125,125,1,80,0,,2,0,0,0,0,0,1,29/4/2021,17/9/2021
21,133,133,2,100,0,,0,2,0,0,0,0,4,29/4/2021,17/9/2021
21,140,141,2,100,0,,0,2,0,0,0,0,4,29/4/2021,17/9/2021
21,148,149,2,100,0,,0,2,0,0,0,0,4,29/4/2021,17/9/2021
21,150,149,2,100,0,,0,2,0,0,0,0,4,29/4/2021,17/9/2021
21,153,153,2,100,0,,0,2,0,0,0,0,4,29/4/2021,17/9/2021
21,158,159,2,100,0,,0,2,0,0,0,0,4,29/4/2021,17/9/2021
21,160,159,2,100,0,,0,2,0,0,0,0,4,29/4/2021,17/9/2021
21,168,167,2,100,0,,0,2,0,0,0,0,4,29/4/2021,17/9/2021
21,175,175,3,100,0,,0,0,2,0,0,0,7,29/4/2021,17/9/2021
21,185,186,3,100,4,70.0,0,0,2,1,0,0,8,29/4/2021,17/9/2021
21,195,195,4,100,5,10.0,0,0,0,2,1,0,11,29/4/2021,17/9/2021
21,203,202,4,100,5,60.0,0,0,0,2,1,0,11,29/4/2021,17/9/2021
21,218,217,5,100,4,80.0,0,0,0,1,2,0,12,29/4/2021,17/9/2021
21,225,226,5,100,4,20.0,0,0,0,1,2,0,12,29/4/2021,17/9/2021
21,235,236,5,100,6,40.0,0,0,0,0,2,1,14,29/4/2021,17/9/2021
21,248,247,6,100,5,80.0,0,0,0,0,1,2,15,29/4/2021,17/9/2021
21,258,257,6,100,5,10.0,0,0,0,0,1,2,15,29/4/2021,17/9/2021
22,125,126,1,90,0,,2,0,0,0,0,0,1,27/4/2021,25/9/2021
22,138,138,2,100,0,,0,2,0,0,0,0,4,27/4/2021,25/9/2021
22,143,144,2,100,0,,0,2,0,0,0,0,4,27/4/2021,25/9/2021
22,145,144,2,100,0,,0,2,0,0,0,0,4,27/4/2021,25/9/2021
22,150,151,2,100,0,,0,2,0,0,0,0,4,27/4/2021,25/9/2021
22,155,155,2,100,0,,0,2,0,0,0,0,4,27/4/2021,25/9/2021
22,160,161,2,100,0,,0,2,0,0,0,0,4,27/4/2021,25/9/2021
22,170,170,2,80,3,20.0,0,2,1,0,0,0,5,27/4/2021,25/9/2021
22,178,177,3,100,0,,0,0,2,0,0,0,7,27/4/2021,25/9/2021
22,188,188,3,100,4,50.0,0,0,2,1,0,0,8,27/4/2021,25/9/2021
22,198,197,4,100,5,70.0,0,0,0,2,1,0,11,27/4/2021,25/9/2021
22,203,204,4,100,5,80.0,0,0,0,2,1,0,11,27/4/2021,25/9/2021
22,205,204,4,100,5,80.0,0,0,0,2,1,0,11,27/4/2021,25/9/2021
22,218,219,4,100,5,80.0,0,0,0,2,1,0,11,27/4/2021,25/9/2021
22,220,219,4,100,5,80.0,0,0,0,2,1,0,11,27/4/2021,25/9/2021
22,230,231,5,100,6,20.0,0,0,0,0,2,1,14,27/4/2021,25/9/2021
22,238,238,5,100,6,40.0,0,0,0,0,2,1,14,27/4/2021,25/9/2021
22,248,248,5,100,6,70.0,0,0,0,0,2,1,14,27/4/2021,25/9/2021
22,258,259,6,100,5,20.0,0,0,0,0,1,2,15,27/4/2021,25/9/2021
22,260,259,6,100,5,20.0,0,0,0,0,1,2,15,27/4/2021,25/9/2021
23,130,130,1,100,0,,2,0,0,0,0,0,1,29/4/2021,18/9/2021
23,138,139,2,100,0,,0,2,0,0,0,0,4,29/4/2021,18/9/2021
23,140,139,2,100,0,,0,2,0,0,0,0,4,29/4/2021,18/9/2021
23,145,145,2,100,0,,0,2,0,0,0,0,4,29/4/2021,18/9/2021
23,153,152,2,100,0,,0,2,0,0,0,0,4,29/4/2021,18/9/2021
23,158,158,2,100,0,,0,2,0,0,0,0,4,29/4/2021,18/9/2021
23,163,163,2,100,0,,0,2,0,0,0,0,4,29/4/2021,18/9/2021
23,173,173,3,100,0,,0,0,2,0,0,0,7,29/4/2021,18/9/2021
23,183,182,3,100,0,,0,0,2,0,0,0,7,29/4/2021,18/9/2021
23,190,191,3,100,4,100.0,0,0,2,1,0,0,8,29/4/2021,18/9/2021
23,200,200,4,100,5,40.0,0,0,0,2,1,0,11,29/4/2021,18/9/2021
23,213,213,4,100,5,80.0,0,0,0,2,1,0,11,29/4/2021,18/9/2021
23,220,221,4,100,5,90.0,0,0,0,2,1,0,11,29/4/2021,18/9/2021
23,233,232,5,100,4,60.0,0,0,0,1,2,0,12,29/4/2021,18/9/2021
23,243,244,5,100,6,40.0,0,0,0,0,2,1,14,29/4/2021,18/9/2021
23,245,244,5,100,6,40.0,0,0,0,0,2,1,14,29/4/2021,18/9/2021
23,253,254,5,100,6,80.0,0,0,0,0,2,1,14,29/4/2021,18/9/2021
23,255,254,5,100,6,80.0,0,0,0,0,2,1,14,29/4/2021,18/9/2021
24,130,130,1,100,0,,2,0,0,0,0,0,1,29/4/2021,28/9/2021
24,138,139,2,100,0,,0,2,0,0,0,0,4,29/4/2021,28/9/2021
24,140,139,2,100,0,,0,2,0,0,0,0,4,29/4/2021,28/9/2021
24,145,146,2,100,0,,0,2,0,0,0,0,4,29/4/2021,28/9/2021
24,153,152,2,100,0,,0,2,0,0,0,0,4,29/4/2021,28/9/2021
24,158,158,2,100,0,,0,2,0,0,0,0,4,29/4/2021,28/9/2021
24,163,163,2,100,0,,0,2,0,0,0,0,4,29/4/2021,28/9/2021
24,173,173,3,80,2,20.0,0,1,2,0,0,0,6,29/4/2021,28/9/2021
24,183,182,3,100,0,,0,0,2,0,0,0,7,29/4/2021,28/9/2021
24,190,191,3,100,0,,0,0,2,0,0,0,7,29/4/2021,28/9/2021
24,200,200,3,100,4,100.0,0,0,2,1,0,0,8,29/4/2021,28/9/2021
24,213,213,4,100,5,30.0,0,0,0,2,1,0,11,29/4/2021,28/9/2021
24,220,221,4,100,5,50.0,0,0,0,2,1,0,11,29/4/2021,28/9/2021
24,233,232,4,100,5,90.0,0,0,0,2,1,0,11,29/4/2021,28/9/2021
24,243,244,5,100,6,10.0,0,0,0,0,2,1,14,29/4/2021,28/9/2021
24,245,244,5,100,6,10.0,0,0,0,0,2,1,14,29/4/2021,28/9/2021
24,250,250,5,100,6,20.0,0,0,0,0,2,1,14,29/4/2021,28/9/2021
24,263,263,6,100,5,80.0,0,0,0,0,1,2,15,29/4/2021,28/9/2021
25,130,130,1,100,0,,2,0,0,0,0,0,1,29/4/2021,28/9/2021
25,138,139,2,100,0,,0,2,0,0,0,0,4,29/4/2021,28/9/2021
25,140,139,2,100,0,,0,2,0,0,0,0,4,29/4/2021,28/9/2021
25,145,146,2,100,0,,0,2,0,0,0,0,4,29/4/2021,28/9/2021
25,153,152,2,100,0,,0,2,0,0,0,0,4,29/4/2021,28/9/2021
25,163,163,2,100,0,,0,2,0,0,0,0,4,29/4/2021,28/9/2021
25,173,173,3,100,0,,0,0,2,0,0,0,7,29/4/2021,28/9/2021
25,183,182,3,100,0,,0,0,2,0,0,0,7,29/4/2021,28/9/2021
25,190,191,3,100,4,70.0,0,0,2,1,0,0,8,29/4/2021,28/9/2021
25,200,200,4,100,5,30.0,0,0,0,2,1,0,11,29/4/2021,28/9/2021
25,213,213,4,100,5,70.0,0,0,0,2,1,0,11,29/4/2021,28/9/2021
25,220,221,4,100,5,80.0,0,0,0,2,1,0,11,29/4/2021,28/9/2021
25,233,232,5,100,4,100.0,0,0,0,1,2,0,12,29/4/2021,28/9/2021
25,243,244,5,100,6,20.0,0,0,0,0,2,1,14,29/4/2021,28/9/2021
25,245,244,5,100,6,20.0,0,0,0,0,2,1,14,29/4/2021,28/9/2021
25,250,250,5,100,6,40.0,0,0,0,0,2,1,14,29/4/2021,28/9/2021
25,263,263,6,100,5,100.0,0,0,0,0,1,2,15,29/4/2021,28/9/2021
26,130,130,1,100,0,,2,0,0,0,0,0,1,29/4/2021,16/9/2021
26,138,139,2,100,0,,0,2,0,0,0,0,4,29/4/2021,16/9/2021
26,140,139,2,100,0,,0,2,0,0,0,0,4,29/4/2021,16/9/2021
26,145,146,2,100,0,,0,2,0,0,0,0,4,29/4/2021,16/9/2021
26,153,152,2,100,0,,0,2,0,0,0,0,4,29/4/2021,16/9/2021
26,158,158,2,100,0,,0,2,0,0,0,0,4,29/4/2021,16/9/2021
26,163,163,2,100,0,,0,2,0,0,0,0,4,29/4/2021,16/9/2021
26,173,173,3,100,0,,0,0,2,0,0,0,7,29/4/2021,16/9/2021
26,183,182,3,100,0,,0,0,2,0,0,0,7,29/4/2021,16/9/2021
26,190,191,3,100,4,100.0,0,0,2,1,0,0,8,29/4/2021,16/9/2021
26,200,200,4,100,5,60.0,0,0,0,2,1,0,11,29/4/2021,16/9/2021
26,213,213,4,100,5,90.0,0,0,0,2,1,0,11,29/4/2021,16/9/2021
26,220,221,4,100,5,100.0,0,0,0,2,1,0,11,29/4/2021,16/9/2021
26,233,232,5,100,4,50.0,0,0,0,1,2,0,12,29/4/2021,16/9/2021
26,243,244,5,100,6,80.0,0,0,0,0,2,1,14,29/4/2021,16/9/2021
26,245,244,5,100,6,80.0,0,0,0,0,2,1,14,29/4/2021,16/9/2021
26,250,250,5,100,6,90.0,0,0,0,0,2,1,14,29/4/2021,16/9/2021
27,125,126,1,90,0,,2,0,0,0,0,0,1,30/4/2021,30/9/2021
27,133,133,1,100,0,,2,0,0,0,0,0,1,30/4/2021,30/9/2021
27,140,141,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
27,148,149,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
27,150,149,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
27,153,154,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
27,155,154,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
27,160,160,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
27,168,168,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
27,175,176,3,100,0,,0,0,2,0,0,0,7,30/4/2021,30/9/2021
27,188,187,3,100,4,90.0,0,0,2,1,0,0,8,30/4/2021,30/9/2021
27,195,196,4,100,5,30.0,0,0,0,2,1,0,11,30/4/2021,30/9/2021
27,203,203,4,100,5,60.0,0,0,0,2,1,0,11,30/4/2021,30/9/2021
27,218,218,4,100,5,80.0,0,0,0,2,1,0,11,30/4/2021,30/9/2021
27,230,230,4,100,5,90.0,0,0,0,2,1,0,11,30/4/2021,30/9/2021
27,238,237,5,100,6,10.0,0,0,0,0,2,1,14,30/4/2021,30/9/2021
27,248,247,5,100,6,40.0,0,0,0,0,2,1,14,30/4/2021,30/9/2021
27,258,258,5,100,6,70.0,0,0,0,0,2,1,14,30/4/2021,30/9/2021
27,268,267,6,100,5,50.0,0,0,0,0,1,2,15,30/4/2021,30/9/2021
28,130,131,2,100,0,,0,2,0,0,0,0,4,30/4/2021,20/9/2021
28,140,140,2,100,0,,0,2,0,0,0,0,4,30/4/2021,20/9/2021
28,148,148,2,100,0,,0,2,0,0,0,0,4,30/4/2021,20/9/2021
28,153,153,2,100,0,,0,2,0,0,0,0,4,30/4/2021,20/9/2021
28,158,159,2,100,0,,0,2,0,0,0,0,4,30/4/2021,20/9/2021
28,160,159,2,100,0,,0,2,0,0,0,0,4,30/4/2021,20/9/2021
28,168,167,2,100,0,,0,2,0,0,0,0,4,30/4/2021,20/9/2021
28,173,174,3,100,0,,0,0,2,0,0,0,7,30/4/2021,20/9/2021
28,175,174,3,100,0,,0,0,2,0,0,0,7,30/4/2021,20/9/2021
28,183,184,3,100,0,,0,0,2,0,0,0,7,30/4/2021,20/9/2021
28,185,184,3,100,0,,0,0,2,0,0,0,7,30/4/2021,20/9/2021
28,193,194,4,100,3,100.0,0,0,1,2,0,0,9,30/4/2021,20/9/2021
28,195,194,4,100,3,100.0,0,0,1,2,0,0,9,30/4/2021,20/9/2021
28,200,201,4,100,5,70.0,0,0,0,2,1,0,11,30/4/2021,20/9/2021
28,215,216,4,100,5,90.0,0,0,0,2,1,0,11,30/4/2021,20/9/2021
28,223,224,5,100,4,100.0,0,0,0,1,2,0,12,30/4/2021,20/9/2021
28,225,224,5,100,4,100.0,0,0,0,1,2,0,12,30/4/2021,20/9/2021
28,233,234,5,100,6,10.0,0,0,0,0,2,1,14,30/4/2021,20/9/2021
28,235,234,5,100,6,10.0,0,0,0,0,2,1,14,30/4/2021,20/9/2021
28,245,245,5,100,6,70.0,0,0,0,0,2,1,14,30/4/2021,20/9/2021
28,255,255,5,100,6,90.0,0,0,0,0,2,1,14,30/4/2021,20/9/2021
29,133,133,1,100,0,,2,0,0,0,0,0,1,3/5/2021,20/9/2021
29,140,141,2,100,0,,0,2,0,0,0,0,4,3/5/2021,20/9/2021
29,148,148,2,100,0,,0,2,0,0,0,0,4,3/5/2021,20/9/2021
29,153,153,2,100,0,,0,2,0,0,0,0,4,3/5/2021,20/9/2021
29,158,159,2,100,0,,0,2,0,0,0,0,4,3/5/2021,20/9/2021
29,160,159,2,100,0,,0,2,0,0,0,0,4,3/5/2021,20/9/2021
29,168,167,3,80,2,20.0,0,1,2,0,0,0,6,3/5/2021,20/9/2021
29,175,175,3,100,0,,0,0,2,0,0,0,7,3/5/2021,20/9/2021
29,185,186,3,100,0,,0,0,2,0,0,0,7,3/5/2021,20/9/2021
29,195,195,4,100,5,20.0,0,0,0,2,1,0,11,3/5/2021,20/9/2021
29,203,202,4,100,5,50.0,0,0,0,2,1,0,11,3/5/2021,20/9/2021
29,218,217,4,100,5,70.0,0,0,0,2,1,0,11,3/5/2021,20/9/2021
29,225,226,4,100,5,90.0,0,0,0,2,1,0,11,3/5/2021,20/9/2021
29,235,236,5,100,6,30.0,0,0,0,0,2,1,14,3/5/2021,20/9/2021
29,248,247,5,100,6,50.0,0,0,0,0,2,1,14,3/5/2021,20/9/2021
29,258,257,6,100,5,50.0,0,0,0,0,1,2,15,3/5/2021,20/9/2021
30,125,126,1,100,0,,2,0,0,0,0,0,1,30/4/2021,30/9/2021
30,133,133,1,100,0,,2,0,0,0,0,0,1,30/4/2021,30/9/2021
30,140,141,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
30,148,149,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
30,150,149,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
30,153,154,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
30,155,154,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
30,160,160,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
30,168,168,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
30,175,176,3,100,0,,0,0,2,0,0,0,7,30/4/2021,30/9/2021
30,188,187,3,100,4,60.0,0,0,2,1,0,0,8,30/4/2021,30/9/2021
30,195,196,3,100,4,100.0,0,0,2,1,0,0,8,30/4/2021,30/9/2021
30,203,203,4,100,5,20.0,0,0,0,2,1,0,11,30/4/2021,30/9/2021
30,218,218,4,100,5,60.0,0,0,0,2,1,0,11,30/4/2021,30/9/2021
30,230,230,5,100,4,100.0,0,0,0,1,2,0,12,30/4/2021,30/9/2021
30,238,237,5,100,6,20.0,0,0,0,0,2,1,14,30/4/2021,30/9/2021
30,248,247,5,100,6,50.0,0,0,0,0,2,1,14,30/4/2021,30/9/2021
30,258,258,6,100,5,100.0,0,0,0,0,1,2,15,30/4/2021,30/9/2021
30,268,267,6,100,5,40.0,0,0,0,0,1,2,15,30/4/2021,30/9/2021
31,125,126,1,80,0,,2,0,0,0,0,0,1,30/4/2021,30/9/2021
31,135,135,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
31,143,144,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
31,145,144,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
31,150,151,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
31,155,155,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
31,160,161,2,100,0,,0,2,0,0,0,0,4,30/4/2021,30/9/2021
31,170,170,3,100,0,,0,0,2,0,0,0,7,30/4/2021,30/9/2021
31,175,176,3,100,0,,0,0,2,0,0,0,7,30/4/2021,30/9/2021
31,188,188,3,100,4,60.0,0,0,2,1,0,0,8,30/4/2021,30/9/2021
31,198,197,4,100,5,50.0,0,0,0,2,1,0,11,30/4/2021,30/9/2021
31,203,204,4,100,5,60.0,0,0,0,2,1,0,11,30/4/2021,30/9/2021
31,205,204,4,100,5,60.0,0,0,0,2,1,0,11,30/4/2021,30/9/2021
31,218,219,4,100,5,90.0,0,0,0,2,1,0,11,30/4/2021,30/9/2021
31,220,219,4,100,5,90.0,0,0,0,2,1,0,11,30/4/2021,30/9/2021
31,230,231,5,100,4,30.0,0,0,0,1,2,0,12,30/4/2021,30/9/2021
31,238,238,5,100,6,10.0,0,0,0,0,2,1,14,30/4/2021,30/9/2021
31,248,248,5,100,6,50.0,0,0,0,0,2,1,14,30/4/2021,30/9/2021
31,258,259,6,100,5,20.0,0,0,0,0,1,2,15,30/4/2021,30/9/2021
31,260,259,6,100,5,20.0,0,0,0,0,1,2,15,30/4/2021,30/9/2021
31,270,270,6,100,0,,0,0,0,0,0,2,16,30/4/2021,30/9/2021
32,133,133,1,100,0,,2,0,0,0,0,0,1,3/5/2021,6/10/2021
32,140,141,2,100,0,,0,2,0,0,0,0,4,3/5/2021,6/10/2021
32,148,149,2,100,0,,0,2,0,0,0,0,4,3/5/2021,6/10/2021
32,150,149,2,100,0,,0,2,0,0,0,0,4,3/5/2021,6/10/2021
32,153,154,2,100,0,,0,2,0,0,0,0,4,3/5/2021,6/10/2021
32,155,154,2,100,0,,0,2,0,0,0,0,4,3/5/2021,6/10/2021
32,160,160,2,100,0,,0,2,0,0,0,0,4,3/5/2021,6/10/2021
32,168,168,2,100,0,,0,2,0,0,0,0,4,3/5/2021,6/10/2021
32,175,175,3,50,2,50.0,0,1,2,0,0,0,6,3/5/2021,6/10/2021
32,185,186,3,100,0,,0,0,2,0,0,0,7,3/5/2021,6/10/2021
32,195,195,3,100,4,100.0,0,0,2,1,0,0,8,3/5/2021,6/10/2021
32,203,202,4,100,5,20.0,0,0,0,2,1,0,11,3/5/2021,6/10/2021
32,218,217,4,100,5,60.0,0,0,0,2,1,0,11,3/5/2021,6/10/2021
32,225,226,4,100,5,90.0,0,0,0,2,1,0,11,3/5/2021,6/10/2021
32,235,236,5,100,4,10.0,0,0,0,1,2,0,12,3/5/2021,6/10/2021
32,248,247,5,100,6,20.0,0,0,0,0,2,1,14,3/5/2021,6/10/2021
32,258,257,5,100,6,50.0,0,0,0,0,2,1,14,3/5/2021,6/10/2021
32,268,267,6,100,5,100.0,0,0,0,0,1,2,15,3/5/2021,6/10/2021
33,115,116,1,10,0,,2,0,0,0,0,0,1,13/4/2021,26/9/2021
33,125,125,1,90,0,,2,0,0,0,0,0,1,13/4/2021,26/9/2021
33,133,133,2,100,0,,0,2,0,0,0,0,4,13/4/2021,26/9/2021
33,140,141,2,100,0,,0,2,0,0,0,0,4,13/4/2021,26/9/2021
33,148,148,2,100,0,,0,2,0,0,0,0,4,13/4/2021,26/9/2021
33,153,153,2,100,0,,0,2,0,0,0,0,4,13/4/2021,26/9/2021
33,158,159,2,100,0,,0,2,0,0,0,0,4,13/4/2021,26/9/2021
33,160,159,2,100,0,,0,2,0,0,0,0,4,13/4/2021,26/9/2021
33,168,167,3,100,0,,0,0,2,0,0,0,7,13/4/2021,26/9/2021
33,175,175,3,100,0,,0,0,2,0,0,0,7,13/4/2021,26/9/2021
33,185,186,4,100,0,,0,0,0,2,0,0,10,13/4/2021,26/9/2021
33,195,195,4,100,5,70.0,0,0,0,2,1,0,11,13/4/2021,26/9/2021
33,203,202,4,100,5,80.0,0,0,0,2,1,0,11,13/4/2021,26/9/2021
33,218,217,5,100,4,80.0,0,0,0,1,2,0,12,13/4/2021,26/9/2021
33,225,226,5,100,6,10.0,0,0,0,0,2,1,14,13/4/2021,26/9/2021
33,235,236,5,100,6,40.0,0,0,0,0,2,1,14,13/4/2021,26/9/2021
33,248,247,6,100,5,60.0,0,0,0,0,1,2,15,13/4/2021,26/9/2021
33,258,257,6,100,5,20.0,0,0,0,0,1,2,15,13/4/2021,26/9/2021
33,268,267,6,100,0,,0,0,0,0,0,2,16,13/4/2021,26/9/2021
34,123,123,1,100,0,,2,0,0,0,0,0,1,12/4/2021,27/9/2021
34,130,131,2,100,0,,0,2,0,0,0,0,4,12/4/2021,27/9/2021
34,140,140,2,100,0,,0,2,0,0,0,0,4,12/4/2021,27/9/2021
34,148,148,2,100,0,,0,2,0,0,0,0,4,12/4/2021,27/9/2021
34,153,153,2,100,0,,0,2,0,0,0,0,4,12/4/2021,27/9/2021
34,158,159,2,100,0,,0,2,0,0,0,0,4,12/4/2021,27/9/2021
34,160,159,2,100,0,,0,2,0,0,0,0,4,12/4/2021,27/9/2021
34,168,167,3,60,2,40.0,0,1,2,0,0,0,6,12/4/2021,27/9/2021
34,173,174,3,100,0,,0,0,2,0,0,0,7,12/4/2021,27/9/2021
34,175,174,3,100,0,,0,0,2,0,0,0,7,12/4/2021,27/9/2021
34,183,184,3,100,4,70.0,0,0,2,1,0,0,8,12/4/2021,27/9/2021
34,185,184,3,100,4,70.0,0,0,2,1,0,0,8,12/4/2021,27/9/2021
34,193,193,4,100,5,60.0,0,0,0,2,1,0,11,12/4/2021,27/9/2021
34,200,201,4,100,5,70.0,0,0,0,2,1,0,11,12/4/2021,27/9/2021
34,215,215,4,100,5,70.0,0,0,0,2,1,0,11,12/4/2021,27/9/2021
34,223,223,5,100,4,100.0,0,0,0,1,2,0,12,12/4/2021,27/9/2021
34,235,235,5,100,6,20.0,0,0,0,0,2,1,14,12/4/2021,27/9/2021
34,245,246,5,100,6,50.0,0,0,0,0,2,1,14,12/4/2021,27/9/2021
34,255,256,6,100,5,80.0,0,0,0,0,1,2,15,12/4/2021,27/9/2021
34,265,265,6,100,5,10.0,0,0,0,0,1,2,15,12/4/2021,27/9/2021
35,123,123,1,100,0,,2,0,0,0,0,0,1,12/4/2021,27/9/2021
35,130,131,2,100,0,,0,2,0,0,0,0,4,12/4/2021,27/9/2021
35,140,140,2,100,0,,0,2,0,0,0,0,4,12/4/2021,27/9/2021
35,148,148,2,100,0,,0,2,0,0,0,0,4,12/4/2021,27/9/2021
35,153,153,2,100,0,,0,2,0,0,0,0,4,12/4/2021,27/9/2021
35,158,159,2,100,0,,0,2,0,0,0,0,4,12/4/2021,27/9/2021
35,160,159,2,100,0,,0,2,0,0,0,0,4,12/4/2021,27/9/2021
35,168,167,2,100,0,,0,2,0,0,0,0,4,12/4/2021,27/9/2021
35,173,174,3,100,0,,0,0,2,0,0,0,7,12/4/2021,27/9/2021
35,175,174,3,100,0,,0,0,2,0,0,0,7,12/4/2021,27/9/2021
35,183,184,4,70,3,30.0,0,0,1,2,0,0,9,12/4/2021,27/9/2021
35,185,184,4,70,3,30.0,0,0,1,2,0,0,9,12/4/2021,27/9/2021
35,193,193,4,100,5,50.0,0,0,0,2,1,0,11,12/4/2021,27/9/2021
35,200,201,4,100,5,50.0,0,0,0,2,1,0,11,12/4/2021,27/9/2021
35,215,215,4,100,5,70.0,0,0,0,2,1,0,11,12/4/2021,27/9/2021
35,223,223,4,100,5,100.0,0,0,0,2,1,0,11,12/4/2021,27/9/2021
35,235,235,5,100,6,20.0,0,0,0,0,2,1,14,12/4/2021,27/9/2021
